"period","zone","age","measure","value"
"2008-2010","S01002093","35 And Over","Ratio","13.33"
"2009-2011","S01002093","35 And Over","Ratio","11.76"
"2002-2004","S01002093","35 And Over","Ratio",0
"2000-2002","S01002093","35 And Over","Ratio","33.33"
"2004-2006","S01002093","35 And Over","Ratio",0
"2005-2007","S01002093","35 And Over","Ratio",0
"2001-2003","S01002093","35 And Over","Ratio","33.33"
"2006-2008","S01002093","35 And Over","Ratio",0
"2007-2009","S01002093","35 And Over","Ratio","14.29"
"2011-2013","S01002093","35 And Over","Ratio",0
"2010-2012","S01002093","35 And Over","Ratio","6.67"
"2008-2010","S01002094","35 And Over","Count",1
"2003-2005","S01002094","All","Count",6
"2000-2002","S01002094","35 And Over","Count",0
"2001-2003","S01002094","19 And Under","Count",0
"2007-2009","S01002094","All","Count",11
"2002-2004","S01002094","19 And Under","Count",1
"2009-2011","S01002094","35 And Over","Count",1
"2011-2013","S01002094","35 And Over","Count",2
"2001-2003","S01002094","All","Count",4
"2003-2005","S01002094","19 And Under","Count",1
"2006-2008","S01002094","All","Count",8
"2004-2006","S01002094","19 And Under","Count",1
"2005-2007","S01002094","35 And Over","Count",3
"2002-2004","S01002094","35 And Over","Count",0
"2006-2008","S01002094","35 And Over","Count",2
"2004-2006","S01002094","35 And Over","Count",2
"2005-2007","S01002094","19 And Under","Count",0
"2010-2012","S01002094","35 And Over","Count",1
"2003-2005","S01002094","35 And Over","Count",2
"2004-2006","S01002094","All","Count",6
"2006-2008","S01002094","19 And Under","Count",0
"2011-2013","S01002094","All","Count",4
"2007-2009","S01002094","35 And Over","Count",2
"2001-2003","S01002094","35 And Over","Count",0
"2005-2007","S01002094","All","Count",7
"2007-2009","S01002094","19 And Under","Count",1
"2008-2010","S01002094","19 And Under","Count",1
"2010-2012","S01002094","All","Count",7
"2009-2011","S01002094","19 And Under","Count",1
"2002-2004","S01002094","All","Count",5
"2009-2011","S01002094","All","Count",10
"2010-2012","S01002094","19 And Under","Count",0
"2000-2002","S01002094","19 And Under","Count",0
"2000-2002","S01002094","All","Count",6
"2011-2013","S01002094","19 And Under","Count",0
"2008-2010","S01002094","All","Count",12
"2001-2003","S01002094","19 And Under","Ratio",0
"2002-2004","S01002094","19 And Under","Ratio",20
"2003-2005","S01002094","19 And Under","Ratio","16.67"
"2004-2006","S01002094","19 And Under","Ratio","16.67"
"2005-2007","S01002094","19 And Under","Ratio",0
"2006-2008","S01002094","19 And Under","Ratio",0
"2007-2009","S01002094","19 And Under","Ratio","9.09"
"2008-2010","S01002094","19 And Under","Ratio","8.33"
"2009-2011","S01002094","19 And Under","Ratio",10
"2010-2012","S01002094","19 And Under","Ratio",0
"2000-2002","S01002094","19 And Under","Ratio",0
"2011-2013","S01002094","19 And Under","Ratio",0
"2003-2005","S01002094","35 And Over","Ratio","33.33"
"2008-2010","S01002094","35 And Over","Ratio","8.33"
"2009-2011","S01002094","35 And Over","Ratio",10
"2002-2004","S01002094","35 And Over","Ratio",0
"2000-2002","S01002094","35 And Over","Ratio",0
"2004-2006","S01002094","35 And Over","Ratio","33.33"
"2005-2007","S01002094","35 And Over","Ratio","42.86"
"2001-2003","S01002094","35 And Over","Ratio",0
"2006-2008","S01002094","35 And Over","Ratio",25
"2007-2009","S01002094","35 And Over","Ratio","18.18"
"2011-2013","S01002094","35 And Over","Ratio",50
"2010-2012","S01002094","35 And Over","Ratio","14.29"
"2008-2010","S01002095","35 And Over","Count",1
"2003-2005","S01002095","All","Count",9
"2000-2002","S01002095","35 And Over","Count",2
"2001-2003","S01002095","19 And Under","Count",1
"2007-2009","S01002095","All","Count",10
"2002-2004","S01002095","19 And Under","Count",1
"2009-2011","S01002095","35 And Over","Count",0
"2011-2013","S01002095","35 And Over","Count",1
"2001-2003","S01002095","All","Count",7
"2003-2005","S01002095","19 And Under","Count",1
"2006-2008","S01002095","All","Count",11
"2004-2006","S01002095","19 And Under","Count",0
"2005-2007","S01002095","35 And Over","Count",3
"2002-2004","S01002095","35 And Over","Count",3
"2006-2008","S01002095","35 And Over","Count",2
"2004-2006","S01002095","35 And Over","Count",3
"2005-2007","S01002095","19 And Under","Count",0
"2010-2012","S01002095","35 And Over","Count",1
"2003-2005","S01002095","35 And Over","Count",3
"2004-2006","S01002095","All","Count",8
"2006-2008","S01002095","19 And Under","Count",0
"2011-2013","S01002095","All","Count",5
"2007-2009","S01002095","35 And Over","Count",2
"2001-2003","S01002095","35 And Over","Count",2
"2005-2007","S01002095","All","Count",9
"2007-2009","S01002095","19 And Under","Count",0
"2008-2010","S01002095","19 And Under","Count",0
"2010-2012","S01002095","All","Count",6
"2009-2011","S01002095","19 And Under","Count",0
"2002-2004","S01002095","All","Count",8
"2009-2011","S01002095","All","Count",5
"2010-2012","S01002095","19 And Under","Count",0
"2000-2002","S01002095","19 And Under","Count",0
"2000-2002","S01002095","All","Count",4
"2011-2013","S01002095","19 And Under","Count",0
"2008-2010","S01002095","All","Count",10
"2001-2003","S01002095","19 And Under","Ratio","14.29"
"2002-2004","S01002095","19 And Under","Ratio","12.5"
"2003-2005","S01002095","19 And Under","Ratio","11.11"
"2004-2006","S01002095","19 And Under","Ratio",0
"2005-2007","S01002095","19 And Under","Ratio",0
"2006-2008","S01002095","19 And Under","Ratio",0
"2007-2009","S01002095","19 And Under","Ratio",0
"2008-2010","S01002095","19 And Under","Ratio",0
"2009-2011","S01002095","19 And Under","Ratio",0
"2010-2012","S01002095","19 And Under","Ratio",0
"2000-2002","S01002095","19 And Under","Ratio",0
"2011-2013","S01002095","19 And Under","Ratio",0
"2003-2005","S01002095","35 And Over","Ratio","33.33"
"2008-2010","S01002095","35 And Over","Ratio",10
"2009-2011","S01002095","35 And Over","Ratio",0
"2002-2004","S01002095","35 And Over","Ratio","37.5"
"2000-2002","S01002095","35 And Over","Ratio",50
"2004-2006","S01002095","35 And Over","Ratio","37.5"
"2005-2007","S01002095","35 And Over","Ratio","33.33"
"2001-2003","S01002095","35 And Over","Ratio","28.57"
"2006-2008","S01002095","35 And Over","Ratio","18.18"
"2007-2009","S01002095","35 And Over","Ratio",20
"2011-2013","S01002095","35 And Over","Ratio",20
"2010-2012","S01002095","35 And Over","Ratio","16.67"
"2008-2010","S01002096","35 And Over","Count",3
"2003-2005","S01002096","All","Count",8
"2000-2002","S01002096","35 And Over","Count",1
"2001-2003","S01002096","19 And Under","Count",0
"2007-2009","S01002096","All","Count",14
"2002-2004","S01002096","19 And Under","Count",0
"2009-2011","S01002096","35 And Over","Count",2
"2011-2013","S01002096","35 And Over","Count",2
"2001-2003","S01002096","All","Count",8
"2003-2005","S01002096","19 And Under","Count",0
"2006-2008","S01002096","All","Count",12
"2004-2006","S01002096","19 And Under","Count",0
"2005-2007","S01002096","35 And Over","Count",5
"2002-2004","S01002096","35 And Over","Count",2
"2006-2008","S01002096","35 And Over","Count",4
"2004-2006","S01002096","35 And Over","Count",5
"2005-2007","S01002096","19 And Under","Count",0
"2010-2012","S01002096","35 And Over","Count",2
"2003-2005","S01002096","35 And Over","Count",4
"2004-2006","S01002096","All","Count",10
"2006-2008","S01002096","19 And Under","Count",0
"2011-2013","S01002096","All","Count",4
"2007-2009","S01002096","35 And Over","Count",3
"2001-2003","S01002096","35 And Over","Count",0
"2005-2007","S01002096","All","Count",9
"2007-2009","S01002096","19 And Under","Count",0
"2008-2010","S01002096","19 And Under","Count",0
"2010-2012","S01002096","All","Count",6
"2009-2011","S01002096","19 And Under","Count",0
"2002-2004","S01002096","All","Count",7
"2009-2011","S01002096","All","Count",12
"2010-2012","S01002096","19 And Under","Count",0
"2000-2002","S01002096","19 And Under","Count",1
"2000-2002","S01002096","All","Count",12
"2011-2013","S01002096","19 And Under","Count",0
"2008-2010","S01002096","All","Count",17
"2001-2003","S01002096","19 And Under","Ratio",0
"2002-2004","S01002096","19 And Under","Ratio",0
"2003-2005","S01002096","19 And Under","Ratio",0
"2004-2006","S01002096","19 And Under","Ratio",0
"2005-2007","S01002096","19 And Under","Ratio",0
"2006-2008","S01002096","19 And Under","Ratio",0
"2007-2009","S01002096","19 And Under","Ratio",0
"2008-2010","S01002096","19 And Under","Ratio",0
"2009-2011","S01002096","19 And Under","Ratio",0
"2010-2012","S01002096","19 And Under","Ratio",0
"2000-2002","S01002096","19 And Under","Ratio","8.33"
"2011-2013","S01002096","19 And Under","Ratio",0
"2003-2005","S01002096","35 And Over","Ratio",50
"2008-2010","S01002096","35 And Over","Ratio","17.65"
"2009-2011","S01002096","35 And Over","Ratio","16.67"
"2002-2004","S01002096","35 And Over","Ratio","28.57"
"2000-2002","S01002096","35 And Over","Ratio","8.33"
"2004-2006","S01002096","35 And Over","Ratio",50
"2005-2007","S01002096","35 And Over","Ratio","55.56"
"2001-2003","S01002096","35 And Over","Ratio",0
"2006-2008","S01002096","35 And Over","Ratio","33.33"
"2007-2009","S01002096","35 And Over","Ratio","21.43"
"2011-2013","S01002096","35 And Over","Ratio",50
"2010-2012","S01002096","35 And Over","Ratio","33.33"
"2008-2010","S01002097","35 And Over","Count",4
"2003-2005","S01002097","All","Count",4
"2000-2002","S01002097","35 And Over","Count",0
"2001-2003","S01002097","19 And Under","Count",0
"2007-2009","S01002097","All","Count",6
"2002-2004","S01002097","19 And Under","Count",0
"2009-2011","S01002097","35 And Over","Count",2
"2011-2013","S01002097","35 And Over","Count",0
"2001-2003","S01002097","All","Count",5
"2003-2005","S01002097","19 And Under","Count",0
"2006-2008","S01002097","All","Count",6
"2004-2006","S01002097","19 And Under","Count",0
"2005-2007","S01002097","35 And Over","Count",2
"2002-2004","S01002097","35 And Over","Count",1
"2006-2008","S01002097","35 And Over","Count",3
"2004-2006","S01002097","35 And Over","Count",3
"2005-2007","S01002097","19 And Under","Count",0
"2010-2012","S01002097","35 And Over","Count",1
"2003-2005","S01002097","35 And Over","Count",2
"2004-2006","S01002097","All","Count",5
"2006-2008","S01002097","19 And Under","Count",0
"2011-2013","S01002097","All","Count",2
"2007-2009","S01002097","35 And Over","Count",3
"2001-2003","S01002097","35 And Over","Count",0
"2005-2007","S01002097","All","Count",5
"2007-2009","S01002097","19 And Under","Count",0
"2008-2010","S01002097","19 And Under","Count",0
"2010-2012","S01002097","All","Count",4
"2009-2011","S01002097","19 And Under","Count",0
"2002-2004","S01002097","All","Count",5
"2009-2011","S01002097","All","Count",5
"2010-2012","S01002097","19 And Under","Count",0
"2000-2002","S01002097","19 And Under","Count",0
"2000-2002","S01002097","All","Count",7
"2011-2013","S01002097","19 And Under","Count",0
"2008-2010","S01002097","All","Count",6
"2001-2003","S01002097","19 And Under","Ratio",0
"2002-2004","S01002097","19 And Under","Ratio",0
"2003-2005","S01002097","19 And Under","Ratio",0
"2004-2006","S01002097","19 And Under","Ratio",0
"2005-2007","S01002097","19 And Under","Ratio",0
"2006-2008","S01002097","19 And Under","Ratio",0
"2007-2009","S01002097","19 And Under","Ratio",0
"2008-2010","S01002097","19 And Under","Ratio",0
"2009-2011","S01002097","19 And Under","Ratio",0
"2010-2012","S01002097","19 And Under","Ratio",0
"2000-2002","S01002097","19 And Under","Ratio",0
"2011-2013","S01002097","19 And Under","Ratio",0
"2003-2005","S01002097","35 And Over","Ratio",50
"2008-2010","S01002097","35 And Over","Ratio","66.67"
"2009-2011","S01002097","35 And Over","Ratio",40
"2002-2004","S01002097","35 And Over","Ratio",20
"2000-2002","S01002097","35 And Over","Ratio",0
"2004-2006","S01002097","35 And Over","Ratio",60
"2005-2007","S01002097","35 And Over","Ratio",40
"2001-2003","S01002097","35 And Over","Ratio",0
"2006-2008","S01002097","35 And Over","Ratio",50
"2007-2009","S01002097","35 And Over","Ratio",50
"2011-2013","S01002097","35 And Over","Ratio",0
"2010-2012","S01002097","35 And Over","Ratio",25
"2008-2010","S01002098","35 And Over","Count",2
"2003-2005","S01002098","All","Count",1
"2000-2002","S01002098","35 And Over","Count",2
"2001-2003","S01002098","19 And Under","Count",0
"2007-2009","S01002098","All","Count",7
"2002-2004","S01002098","19 And Under","Count",0
"2009-2011","S01002098","35 And Over","Count",2
"2011-2013","S01002098","35 And Over","Count",0
"2001-2003","S01002098","All","Count",4
"2003-2005","S01002098","19 And Under","Count",0
"2006-2008","S01002098","All","Count",7
"2004-2006","S01002098","19 And Under","Count",0
"2005-2007","S01002098","35 And Over","Count",2
"2002-2004","S01002098","35 And Over","Count",1
"2006-2008","S01002098","35 And Over","Count",2
"2004-2006","S01002098","35 And Over","Count",1
"2005-2007","S01002098","19 And Under","Count",0
"2010-2012","S01002098","35 And Over","Count",2
"2003-2005","S01002098","35 And Over","Count",0
"2004-2006","S01002098","All","Count",1
"2006-2008","S01002098","19 And Under","Count",0
"2011-2013","S01002098","All","Count",2
"2007-2009","S01002098","35 And Over","Count",1
"2001-2003","S01002098","35 And Over","Count",2
"2005-2007","S01002098","All","Count",5
"2007-2009","S01002098","19 And Under","Count",0
"2008-2010","S01002098","19 And Under","Count",0
"2010-2012","S01002098","All","Count",5
"2009-2011","S01002098","19 And Under","Count",0
"2002-2004","S01002098","All","Count",2
"2009-2011","S01002098","All","Count",5
"2010-2012","S01002098","19 And Under","Count",0
"2000-2002","S01002098","19 And Under","Count",1
"2000-2002","S01002098","All","Count",5
"2011-2013","S01002098","19 And Under","Count",0
"2008-2010","S01002098","All","Count",6
"2001-2003","S01002098","19 And Under","Ratio",0
"2002-2004","S01002098","19 And Under","Ratio",0
"2003-2005","S01002098","19 And Under","Ratio",0
"2004-2006","S01002098","19 And Under","Ratio",0
"2005-2007","S01002098","19 And Under","Ratio",0
"2006-2008","S01002098","19 And Under","Ratio",0
"2007-2009","S01002098","19 And Under","Ratio",0
"2008-2010","S01002098","19 And Under","Ratio",0
"2009-2011","S01002098","19 And Under","Ratio",0
"2010-2012","S01002098","19 And Under","Ratio",0
"2000-2002","S01002098","19 And Under","Ratio",20
"2011-2013","S01002098","19 And Under","Ratio",0
"2003-2005","S01002098","35 And Over","Ratio",0
"2008-2010","S01002098","35 And Over","Ratio","33.33"
"2009-2011","S01002098","35 And Over","Ratio",40
"2002-2004","S01002098","35 And Over","Ratio",50
"2000-2002","S01002098","35 And Over","Ratio",40
"2004-2006","S01002098","35 And Over","Ratio",100
"2005-2007","S01002098","35 And Over","Ratio",40
"2001-2003","S01002098","35 And Over","Ratio",50
"2006-2008","S01002098","35 And Over","Ratio","28.57"
"2007-2009","S01002098","35 And Over","Ratio","14.29"
"2011-2013","S01002098","35 And Over","Ratio",0
"2010-2012","S01002098","35 And Over","Ratio",40
"2008-2010","S01002099","35 And Over","Count",10
"2003-2005","S01002099","All","Count",18
"2000-2002","S01002099","35 And Over","Count",4
"2001-2003","S01002099","19 And Under","Count",1
"2007-2009","S01002099","All","Count",23
"2002-2004","S01002099","19 And Under","Count",0
"2009-2011","S01002099","35 And Over","Count",5
"2011-2013","S01002099","35 And Over","Count",2
"2001-2003","S01002099","All","Count",18
"2003-2005","S01002099","19 And Under","Count",0
"2006-2008","S01002099","All","Count",20
"2004-2006","S01002099","19 And Under","Count",0
"2005-2007","S01002099","35 And Over","Count",5
"2002-2004","S01002099","35 And Over","Count",2
"2006-2008","S01002099","35 And Over","Count",7
"2004-2006","S01002099","35 And Over","Count",6
"2005-2007","S01002099","19 And Under","Count",0
"2010-2012","S01002099","35 And Over","Count",4
"2003-2005","S01002099","35 And Over","Count",5
"2004-2006","S01002099","All","Count",21
"2006-2008","S01002099","19 And Under","Count",0
"2011-2013","S01002099","All","Count",9
"2007-2009","S01002099","35 And Over","Count",8
"2001-2003","S01002099","35 And Over","Count",1
"2005-2007","S01002099","All","Count",18
"2007-2009","S01002099","19 And Under","Count",0
"2008-2010","S01002099","19 And Under","Count",0
"2010-2012","S01002099","All","Count",14
"2009-2011","S01002099","19 And Under","Count",0
"2002-2004","S01002099","All","Count",15
"2009-2011","S01002099","All","Count",18
"2010-2012","S01002099","19 And Under","Count",0
"2000-2002","S01002099","19 And Under","Count",1
"2000-2002","S01002099","All","Count",24
"2011-2013","S01002099","19 And Under","Count",0
"2008-2010","S01002099","All","Count",27
"2001-2003","S01002099","19 And Under","Ratio","5.56"
"2002-2004","S01002099","19 And Under","Ratio",0
"2003-2005","S01002099","19 And Under","Ratio",0
"2004-2006","S01002099","19 And Under","Ratio",0
"2005-2007","S01002099","19 And Under","Ratio",0
"2006-2008","S01002099","19 And Under","Ratio",0
"2007-2009","S01002099","19 And Under","Ratio",0
"2008-2010","S01002099","19 And Under","Ratio",0
"2009-2011","S01002099","19 And Under","Ratio",0
"2010-2012","S01002099","19 And Under","Ratio",0
"2000-2002","S01002099","19 And Under","Ratio","4.17"
"2011-2013","S01002099","19 And Under","Ratio",0
"2003-2005","S01002099","35 And Over","Ratio","27.78"
"2008-2010","S01002099","35 And Over","Ratio","37.04"
"2009-2011","S01002099","35 And Over","Ratio","27.78"
"2002-2004","S01002099","35 And Over","Ratio","13.33"
"2000-2002","S01002099","35 And Over","Ratio","16.67"
"2004-2006","S01002099","35 And Over","Ratio","28.57"
"2005-2007","S01002099","35 And Over","Ratio","27.78"
"2001-2003","S01002099","35 And Over","Ratio","5.56"
"2006-2008","S01002099","35 And Over","Ratio",35
"2007-2009","S01002099","35 And Over","Ratio","34.78"
"2011-2013","S01002099","35 And Over","Ratio","22.22"
"2010-2012","S01002099","35 And Over","Ratio","28.57"
"2008-2010","S01002100","35 And Over","Count",2
"2003-2005","S01002100","All","Count",13
"2000-2002","S01002100","35 And Over","Count",2
"2001-2003","S01002100","19 And Under","Count",0
"2007-2009","S01002100","All","Count",9
"2002-2004","S01002100","19 And Under","Count",0
"2009-2011","S01002100","35 And Over","Count",1
"2011-2013","S01002100","35 And Over","Count",2
"2001-2003","S01002100","All","Count",9
"2003-2005","S01002100","19 And Under","Count",0
"2006-2008","S01002100","All","Count",9
"2004-2006","S01002100","19 And Under","Count",0
"2005-2007","S01002100","35 And Over","Count",4
"2002-2004","S01002100","35 And Over","Count",0
"2006-2008","S01002100","35 And Over","Count",3
"2004-2006","S01002100","35 And Over","Count",3
"2005-2007","S01002100","19 And Under","Count",0
"2010-2012","S01002100","35 And Over","Count",2
"2003-2005","S01002100","35 And Over","Count",2
"2004-2006","S01002100","All","Count",12
"2006-2008","S01002100","19 And Under","Count",0
"2011-2013","S01002100","All","Count",5
"2007-2009","S01002100","35 And Over","Count",3
"2001-2003","S01002100","35 And Over","Count",0
"2005-2007","S01002100","All","Count",12
"2007-2009","S01002100","19 And Under","Count",0
"2008-2010","S01002100","19 And Under","Count",0
"2010-2012","S01002100","All","Count",3
"2009-2011","S01002100","19 And Under","Count",0
"2002-2004","S01002100","All","Count",9
"2009-2011","S01002100","All","Count",4
"2010-2012","S01002100","19 And Under","Count",0
"2000-2002","S01002100","19 And Under","Count",0
"2000-2002","S01002100","All","Count",9
"2011-2013","S01002100","19 And Under","Count",0
"2008-2010","S01002100","All","Count",7
"2001-2003","S01002100","19 And Under","Ratio",0
"2002-2004","S01002100","19 And Under","Ratio",0
"2003-2005","S01002100","19 And Under","Ratio",0
"2004-2006","S01002100","19 And Under","Ratio",0
"2005-2007","S01002100","19 And Under","Ratio",0
"2006-2008","S01002100","19 And Under","Ratio",0
"2007-2009","S01002100","19 And Under","Ratio",0
"2008-2010","S01002100","19 And Under","Ratio",0
"2009-2011","S01002100","19 And Under","Ratio",0
"2010-2012","S01002100","19 And Under","Ratio",0
"2000-2002","S01002100","19 And Under","Ratio",0
"2011-2013","S01002100","19 And Under","Ratio",0
"2003-2005","S01002100","35 And Over","Ratio","15.38"
"2008-2010","S01002100","35 And Over","Ratio","28.57"
"2009-2011","S01002100","35 And Over","Ratio",25
"2002-2004","S01002100","35 And Over","Ratio",0
"2000-2002","S01002100","35 And Over","Ratio","22.22"
"2004-2006","S01002100","35 And Over","Ratio",25
"2005-2007","S01002100","35 And Over","Ratio","33.33"
"2001-2003","S01002100","35 And Over","Ratio",0
"2006-2008","S01002100","35 And Over","Ratio","33.33"
"2007-2009","S01002100","35 And Over","Ratio","33.33"
"2011-2013","S01002100","35 And Over","Ratio",40
"2010-2012","S01002100","35 And Over","Ratio","66.67"
"2008-2010","S01002101","35 And Over","Count",1
"2003-2005","S01002101","All","Count",17
"2000-2002","S01002101","35 And Over","Count",2
"2001-2003","S01002101","19 And Under","Count",4
"2007-2009","S01002101","All","Count",23
"2002-2004","S01002101","19 And Under","Count",3
"2009-2011","S01002101","35 And Over","Count",2
"2011-2013","S01002101","35 And Over","Count",3
"2001-2003","S01002101","All","Count",16
"2003-2005","S01002101","19 And Under","Count",4
"2006-2008","S01002101","All","Count",22
"2004-2006","S01002101","19 And Under","Count",3
"2005-2007","S01002101","35 And Over","Count",1
"2002-2004","S01002101","35 And Over","Count",2
"2006-2008","S01002101","35 And Over","Count",1
"2004-2006","S01002101","35 And Over","Count",2
"2005-2007","S01002101","19 And Under","Count",3
"2010-2012","S01002101","35 And Over","Count",3
"2003-2005","S01002101","35 And Over","Count",1
"2004-2006","S01002101","All","Count",16
"2006-2008","S01002101","19 And Under","Count",3
"2011-2013","S01002101","All","Count",18
"2007-2009","S01002101","35 And Over","Count",0
"2001-2003","S01002101","35 And Over","Count",2
"2005-2007","S01002101","All","Count",20
"2007-2009","S01002101","19 And Under","Count",2
"2008-2010","S01002101","19 And Under","Count",2
"2010-2012","S01002101","All","Count",23
"2009-2011","S01002101","19 And Under","Count",1
"2002-2004","S01002101","All","Count",15
"2009-2011","S01002101","All","Count",24
"2010-2012","S01002101","19 And Under","Count",3
"2000-2002","S01002101","19 And Under","Count",2
"2000-2002","S01002101","All","Count",14
"2011-2013","S01002101","19 And Under","Count",2
"2008-2010","S01002101","All","Count",26
"2001-2003","S01002101","19 And Under","Ratio",25
"2002-2004","S01002101","19 And Under","Ratio",20
"2003-2005","S01002101","19 And Under","Ratio","23.53"
"2004-2006","S01002101","19 And Under","Ratio","18.75"
"2005-2007","S01002101","19 And Under","Ratio",15
"2006-2008","S01002101","19 And Under","Ratio","13.64"
"2007-2009","S01002101","19 And Under","Ratio","8.7"
"2008-2010","S01002101","19 And Under","Ratio","7.69"
"2009-2011","S01002101","19 And Under","Ratio","4.17"
"2010-2012","S01002101","19 And Under","Ratio","13.04"
"2000-2002","S01002101","19 And Under","Ratio","14.29"
"2011-2013","S01002101","19 And Under","Ratio","11.11"
"2003-2005","S01002101","35 And Over","Ratio","5.88"
"2008-2010","S01002101","35 And Over","Ratio","3.85"
"2009-2011","S01002101","35 And Over","Ratio","8.33"
"2002-2004","S01002101","35 And Over","Ratio","13.33"
"2000-2002","S01002101","35 And Over","Ratio","14.29"
"2004-2006","S01002101","35 And Over","Ratio","12.5"
"2005-2007","S01002101","35 And Over","Ratio",5
"2001-2003","S01002101","35 And Over","Ratio","12.5"
"2006-2008","S01002101","35 And Over","Ratio","4.55"
"2007-2009","S01002101","35 And Over","Ratio",0
"2011-2013","S01002101","35 And Over","Ratio","16.67"
"2010-2012","S01002101","35 And Over","Ratio","13.04"
"2008-2010","S01002102","35 And Over","Count",1
"2003-2005","S01002102","All","Count",4
"2000-2002","S01002102","35 And Over","Count",1
"2001-2003","S01002102","19 And Under","Count",1
"2007-2009","S01002102","All","Count",11
"2002-2004","S01002102","19 And Under","Count",0
"2009-2011","S01002102","35 And Over","Count",1
"2011-2013","S01002102","35 And Over","Count",0
"2001-2003","S01002102","All","Count",11
"2003-2005","S01002102","19 And Under","Count",1
"2006-2008","S01002102","All","Count",9
"2004-2006","S01002102","19 And Under","Count",3
"2005-2007","S01002102","35 And Over","Count",0
"2002-2004","S01002102","35 And Over","Count",1
"2006-2008","S01002102","35 And Over","Count",0
"2004-2006","S01002102","35 And Over","Count",0
"2005-2007","S01002102","19 And Under","Count",3
"2010-2012","S01002102","35 And Over","Count",1
"2003-2005","S01002102","35 And Over","Count",1
"2004-2006","S01002102","All","Count",5
"2006-2008","S01002102","19 And Under","Count",2
"2011-2013","S01002102","All","Count",8
"2007-2009","S01002102","35 And Over","Count",0
"2001-2003","S01002102","35 And Over","Count",2
"2005-2007","S01002102","All","Count",7
"2007-2009","S01002102","19 And Under","Count",1
"2008-2010","S01002102","19 And Under","Count",1
"2010-2012","S01002102","All","Count",10
"2009-2011","S01002102","19 And Under","Count",3
"2002-2004","S01002102","All","Count",7
"2009-2011","S01002102","All","Count",13
"2010-2012","S01002102","19 And Under","Count",2
"2000-2002","S01002102","19 And Under","Count",1
"2000-2002","S01002102","All","Count",10
"2011-2013","S01002102","19 And Under","Count",2
"2008-2010","S01002102","All","Count",13
"2001-2003","S01002102","19 And Under","Ratio","9.09"
"2002-2004","S01002102","19 And Under","Ratio",0
"2003-2005","S01002102","19 And Under","Ratio",25
"2004-2006","S01002102","19 And Under","Ratio",60
"2005-2007","S01002102","19 And Under","Ratio","42.86"
"2006-2008","S01002102","19 And Under","Ratio","22.22"
"2007-2009","S01002102","19 And Under","Ratio","9.09"
"2008-2010","S01002102","19 And Under","Ratio","7.69"
"2009-2011","S01002102","19 And Under","Ratio","23.08"
"2010-2012","S01002102","19 And Under","Ratio",20
"2000-2002","S01002102","19 And Under","Ratio",10
"2011-2013","S01002102","19 And Under","Ratio",25
"2003-2005","S01002102","35 And Over","Ratio",25
"2008-2010","S01002102","35 And Over","Ratio","7.69"
"2009-2011","S01002102","35 And Over","Ratio","7.69"
"2002-2004","S01002102","35 And Over","Ratio","14.29"
"2000-2002","S01002102","35 And Over","Ratio",10
"2004-2006","S01002102","35 And Over","Ratio",0
"2005-2007","S01002102","35 And Over","Ratio",0
"2001-2003","S01002102","35 And Over","Ratio","18.18"
"2006-2008","S01002102","35 And Over","Ratio",0
"2007-2009","S01002102","35 And Over","Ratio",0
"2011-2013","S01002102","35 And Over","Ratio",0
"2010-2012","S01002102","35 And Over","Ratio",10
"2008-2010","S01002103","35 And Over","Count",4
"2003-2005","S01002103","All","Count",5
"2000-2002","S01002103","35 And Over","Count",1
"2001-2003","S01002103","19 And Under","Count",0
"2007-2009","S01002103","All","Count",13
"2002-2004","S01002103","19 And Under","Count",0
"2009-2011","S01002103","35 And Over","Count",5
"2011-2013","S01002103","35 And Over","Count",2
"2001-2003","S01002103","All","Count",8
"2003-2005","S01002103","19 And Under","Count",0
"2006-2008","S01002103","All","Count",7
"2004-2006","S01002103","19 And Under","Count",0
"2005-2007","S01002103","35 And Over","Count",2
"2002-2004","S01002103","35 And Over","Count",1
"2006-2008","S01002103","35 And Over","Count",1
"2004-2006","S01002103","35 And Over","Count",2
"2005-2007","S01002103","19 And Under","Count",0
"2010-2012","S01002103","35 And Over","Count",3
"2003-2005","S01002103","35 And Over","Count",2
"2004-2006","S01002103","All","Count",5
"2006-2008","S01002103","19 And Under","Count",0
"2011-2013","S01002103","All","Count",3
"2007-2009","S01002103","35 And Over","Count",3
"2001-2003","S01002103","35 And Over","Count",1
"2005-2007","S01002103","All","Count",7
"2007-2009","S01002103","19 And Under","Count",0
"2008-2010","S01002103","19 And Under","Count",1
"2010-2012","S01002103","All","Count",6
"2009-2011","S01002103","19 And Under","Count",1
"2002-2004","S01002103","All","Count",5
"2009-2011","S01002103","All","Count",13
"2010-2012","S01002103","19 And Under","Count",1
"2000-2002","S01002103","19 And Under","Count",0
"2000-2002","S01002103","All","Count",7
"2011-2013","S01002103","19 And Under","Count",0
"2008-2010","S01002103","All","Count",14
"2001-2003","S01002103","19 And Under","Ratio",0
"2002-2004","S01002103","19 And Under","Ratio",0
"2003-2005","S01002103","19 And Under","Ratio",0
"2004-2006","S01002103","19 And Under","Ratio",0
"2005-2007","S01002103","19 And Under","Ratio",0
"2006-2008","S01002103","19 And Under","Ratio",0
"2007-2009","S01002103","19 And Under","Ratio",0
"2008-2010","S01002103","19 And Under","Ratio","7.14"
"2009-2011","S01002103","19 And Under","Ratio","7.69"
